word,emotion,color,orientation,sentiment,subjectivity,source
anchorite,sadness,,,,,extended_emolex
ancient,,grey,,negative,,emolex
andrew_d._white,anticipation,,,,,extended_emolex
andrew_dickson_white,anticipation,,,,,extended_emolex
androgyne,surprise,,,,,extended_emolex
anemic,,,,negative,weak,opinion
anemone,,pink,,,,colour
anew,,white,,,,colour
angel,anticipation,,,positive,weak,emolex
angel_falls,anticipation,,,,,extended_emolex
angelic,joy,white,,positive,strong,emolex
angelical,anticipation,,,,,extended_emolex
anger,anger,red,active,negative,strong,emolex
angered,anger,,,,,extended_emolex
angina,fear,red,,negative,,emolex
angina_pectoris,fear,,,,,extended_emolex
angle,anticipation,,,,,extended_emolex
angling,anticipation,,,negative,,emolex
angrily,,,,negative,strong,opinion
angriness,anger,,,negative,strong,extended_emolex
angry,anger,red,active,negative,strong,emolex
angry_walk,fear,,,,,extended_emolex
anguish,anger,red,passive,negative,strong,emolex
animal,anger,brown,,,,extended_emolex
animate,anticipation,,,positive,,emolex
animate_being,anger,,,,,extended_emolex
animated,joy,,,positive,weak,emolex
animation,joy,,active,,,extended_emolex
animise,joy,,,,,extended_emolex
animize,joy,,,,,extended_emolex
animosity,anger,red,,negative,strong,emolex
animus,anger,,,negative,,emolex
annihilate,anger,black,active,negative,strong,emolex
annihilated,anger,black,,negative,,emolex
annihilating,anger,,,,,extended_emolex
annihilation,anger,red,,negative,strong,emolex
annihilative,anger,,,,,extended_emolex
announce,anger,,,,,extended_emolex
announcement,anticipation,,,,,emolex
annoy,anger,,active,negative,strong,emolex
annoyance,anger,,,negative,strong,emolex
annoyances,,,,negative,,opinion
annoyed,,,,negative,strong,opinion
annoyer,anger,,,,,extended_emolex
annoying,anger,,,negative,strong,emolex
annoyingly,,,,negative,strong,opinion
annoys,,,,negative,,opinion
annul,anger,,,negative,,emolex
annulment,sadness,black,,negative,,emolex
annunciate,anger,,,,,extended_emolex
annunciation,anticipation,,,,,extended_emolex
anoint,,,active,positive,,inquirer
anomalous,,,,negative,weak,opinion
anomalousness,fear,,,,,extended_emolex
anomaly,fear,,,negative,weak,emolex
anomic,sadness,,,,,extended_emolex
anonymous,,,,negative,,emolex
anovulant,trust,,,,,extended_emolex
anovulatory_drug,trust,,,,,extended_emolex
answer,anticipation,,active,,,extended_emolex
answer_for,trust,,,,,extended_emolex
answerability,trust,,,,,extended_emolex
answerable,trust,,,,,emolex
answerableness,trust,,,,,extended_emolex
ant,,black,,,,colour
antagonism,anger,,active,negative,strong,emolex
antagonist,anger,black,,negative,weak,emolex
antagonistic,anger,red,active,negative,strong,emolex
antagonize,,,active,negative,strong,opinion
ante_up,anticipation,,,,,extended_emolex
antecedence,trust,,,,,extended_emolex
antecedency,trust,,,,,extended_emolex
antelope,,brown,,,,colour
antenna,,black,,,,colour
anteriority,trust,,,,,extended_emolex
anthem,anticipation,red,,,,extended_emolex
anthrax,disgust,white,,negative,,emolex
anthropophagite,disgust,,,,,extended_emolex
anthropophagus,disgust,,,,,extended_emolex
anti-,,,,negative,strong,opinion
anti-american,,,,negative,strong,opinion
anti-israeli,,,,negative,strong,opinion
anti-occupation,,,,negative,strong,opinion
anti-proliferation,,,,negative,strong,opinion
anti-semites,,,,negative,strong,opinion
anti-social,,,,negative,strong,opinion
anti-us,,,,negative,strong,opinion
anti-white,,,,negative,strong,opinion
antibiotics,,,,positive,,emolex
antic,anticipation,,,,,extended_emolex
antichrist,anger,black,,negative,,emolex
anticipant,anticipation,,,,,extended_emolex
anticipate,anticipation,,passive,,,extended_emolex
anticipation,anticipation,,passive,,,emolex
anticipative,anticipation,,,,,extended_emolex
anticipatory,anticipation,,,,,emolex
antidote,anticipation,,,positive,,emolex
antifertility,anticipation,,,,,extended_emolex
antifungal,trust,,,positive,,emolex
antifungal_agent,trust,,,,,extended_emolex
antimycotic,trust,,,,,extended_emolex
antimycotic_agent,trust,,,,,extended_emolex
antipathetic,anger,,,,,extended_emolex
antipathetical,anger,,,,,extended_emolex
antipathy,anger,,,negative,strong,emolex
antiphonal,anticipation,,,,,extended_emolex
antiquated,,,,negative,strong,emolex
antique,,grey,,positive,,emolex
antiquity,,grey,,,,colour
antiseptic,trust,white,,positive,,emolex
antisocial,anger,black,,negative,,emolex
antithesis,anger,,,negative,,emolex
antithetical,,,,negative,strong,opinion
anuran,disgust,,,,,extended_emolex
anvil,,grey,,,,colour
anxieties,,,,negative,strong,opinion
anxiety,anger,,passive,negative,strong,emolex
anxious,anticipation,,passive,negative,strong,emolex
anxiously,,,,negative,strong,opinion
anxiousness,anger,,passive,negative,strong,extended_emolex
anyhow,,,,,strong,mpqa
anyway,,,,,strong,mpqa
anyways,,,,,strong,mpqa
aorta,,red,,,,colour
apache,fear,,,negative,,emolex
apart,fear,,,,,extended_emolex
apathetic,sadness,,passive,negative,strong,emolex
apathetically,,,,negative,strong,opinion
apathy,sadness,grey,passive,negative,strong,emolex
ape,anger,brown,,negative,strong,extended_emolex
aper,anger,,,,,extended_emolex
apery,surprise,,,,,extended_emolex
apex,,white,,,,colour
aphid,disgust,green,,negative,,emolex
aphoristic,trust,,,,,extended_emolex
aplomb,,,,positive,,emolex
apocalypse,,,,negative,strong,opinion
apocalyptic,,,,negative,strong,opinion
apologetic,trust,,,positive,,emolex
apologise,sadness,,,,,extended_emolex
apologist,,,,negative,strong,opinion
apologists,,,,negative,strong,opinion
apologize,sadness,,,positive,,emolex
apology,,,,positive,,emolex
apoplexy,fear,,,,,extended_emolex
apostasy,fear,,,,,extended_emolex
apostate,anger,,,,,extended_emolex
apostelic_father,trust,,,,,extended_emolex
apostle,trust,white,,positive,strong,emolex
apostolic,trust,,,,,emolex
apostolical,trust,,,,,extended_emolex
apostrophe,,black,,,,colour
apothecary,trust,,,,,extended_emolex
apotheosis,anticipation,,,positive,strong,extended_emolex
appal,anger,,,negative,strong,extended_emolex
appall,anger,,,negative,strong,extended_emolex
appalled,disgust,,,negative,strong,extended_emolex
appalling,disgust,,,negative,strong,emolex
appallingly,,,,negative,strong,opinion
apparatus,,grey,,,,colour
apparent,trust,,,,weak,extended_emolex
apparent_horizon,anticipation,,,,,extended_emolex
apparent_motion,anticipation,,,,,extended_emolex
apparent_movement,anticipation,,,,,extended_emolex
apparently,,,,,weak,mpqa
apparition,fear,white,,,,emolex
apparitional,fear,,,,,extended_emolex
appeal,anticipation,,passive,positive,weak,emolex
appealing,fear,,,positive,strong,extended_emolex
appealingness,anticipation,,,,,extended_emolex
appear,,,passive,,weak,mpqa
appearance,trust,,passive,,weak,extended_emolex
appease,,,active,positive,weak,mpqa
appellant,,white,,,,colour
appellation,trust,,,,,extended_emolex
appellative,trust,,,,,extended_emolex
append,,,active,positive,,inquirer
appendicitis,fear,,,negative,,emolex
appendix,,white,,,,colour
applaud,anger,,active,positive,strong,extended_emolex
applaudable,anticipation,,,,,extended_emolex
applause,joy,,,positive,,emolex
apple,,red,,,,colour
applesauce,disgust,,,,,extended_emolex
appliance,,grey,,,,colour
appliances,,white,,,,colour
applicant,anticipation,,,,,emolex
application,trust,,,,,extended_emolex
applier,anticipation,,,,,extended_emolex
apply,anger,,active,,,extended_emolex
appoint,trust,,active,positive,,extended_emolex
appointed,trust,,,,,extended_emolex
appointment,anticipation,,active,,,extended_emolex
apportion,anticipation,,,,,extended_emolex
apportionment,,white,,,,colour
apposite,trust,,,,,extended_emolex
appraisal,surprise,,,,,extended_emolex
appraise,trust,green,,,,extended_emolex
appreciable,,red,,positive,weak,opinion
appreciate,anticipation,,passive,positive,strong,extended_emolex
appreciated,,,,positive,,opinion
appreciates,,,,positive,,opinion
appreciation,joy,,passive,positive,strong,emolex
appreciative,,,,positive,strong,opinion
appreciatively,,,,positive,strong,opinion
appreciativeness,,,,positive,strong,mpqa
apprehend,fear,,active,positive,weak,emolex
apprehension,fear,,active,negative,strong,emolex
apprehensions,,,,negative,strong,opinion
apprehensive,anticipation,,passive,negative,strong,emolex
apprehensively,,,,negative,strong,opinion
apprehensiveness,anticipation,,,,,extended_emolex
apprentice,trust,,,,,emolex
apprenticeship,,orange,,,,colour
apprisal,anticipation,,,,,extended_emolex
apprise,trust,,,,,extended_emolex
apprize,trust,,,,,extended_emolex
approach,anger,,active,positive,,extended_emolex
approaching,anticipation,,,,,emolex
approbation,trust,,,positive,,emolex
appropriate,fear,,,positive,weak,extended_emolex
appropriation,,,,negative,,emolex
approval,anticipation,,,positive,weak,emolex
approve,joy,white,,positive,weak,emolex
approving,anticipation,,,positive,,emolex
approximate,surprise,grey,,,,extended_emolex
approximately,,grey,,,,colour
approximation,,green,,,,colour
apron,,white,,,,colour
apt,anticipation,,,positive,weak,emolex
aptitude,,,,positive,weak,emolex
aptly,,,,positive,weak,mpqa
aqua,,blue,,,,colour
aquamarine,,green,,,,colour
aquarium,,blue,,,,colour
aquatic,,blue,,,,colour
aqueduct,,blue,,,,colour
aqueous,,blue,,,,colour
arable,,green,,,,colour
arbiter,trust,black,,positive,,emolex
arbitrament,anticipation,,,,,extended_emolex
arbitrarily,surprise,,,,,extended_emolex
arbitrary,,,,negative,strong,opinion
arbitrate,anticipation,,active,positive,,extended_emolex
arbitration,anticipation,,,positive,,emolex
arbitrator,trust,,,,,emolex
arbitrement,anticipation,,,,,extended_emolex
arbor,,green,,,,colour
arcane,,,,negative,strong,opinion
arcanum,trust,,,,,extended_emolex
arch,fear,,,,,extended_emolex
archaeological,,brown,,,,colour
archaeologist,,brown,,,,colour
archaeology,anticipation,brown,,positive,,emolex
archaic,,grey,,negative,strong,emolex
archeological_site,anticipation,,,,,extended_emolex
archeology,anticipation,,,,,extended_emolex
archetype,trust,,,,,extended_emolex
archimandrite,trust,,,,,extended_emolex
archipelago,,green,,,,colour
architectural_plan,anticipation,,,,,extended_emolex
architecture,trust,grey,,,,emolex
arctic,,white,,,,colour
ardent,anticipation,red,,positive,strong,emolex
ardently,,,,positive,strong,opinion
ardor,anger,red,,positive,strong,emolex
ardour,anger,,,,,extended_emolex
arduous,anger,,,negative,strong,emolex
arduously,,,,negative,strong,opinion
argent,,white,,,,colour
argue,anger,,active,negative,strong,emolex
argufy,anger,,,,,extended_emolex
arguing,anger,,,,,extended_emolex
argument,anger,grey,active,negative,weak,emolex
argumentation,anger,,,,,emolex
argumentative,,,,negative,strong,emolex
arguments,anger,,,negative,weak,emolex
argus-eyed,fear,,,,,extended_emolex
arid,sadness,brown,,negative,,emolex
aries,anger,,,,,extended_emolex
aries_the_ram,anger,,,,,extended_emolex
arise,anger,,active,,,extended_emolex
arisen,,,,positive,,inquirer
aristocracy,anticipation,,,positive,,emolex
aristocrat,,,,positive,,inquirer
aristocratic,sadness,purple,,positive,weak,emolex
aristocratical,sadness,,,,,extended_emolex
arithmetic,,black,,,,colour
arithmetic_mean,anticipation,,,,,extended_emolex
ark,,brown,,,,colour
arm,anger,,active,,,extended_emolex
armada,,grey,,,,colour
armament,anger,,,,,emolex
armaments,fear,black,,negative,,emolex
armed,anger,,active,negative,,emolex
armed_combat,anger,,,,,extended_emolex
armed_forces,fear,,,,,extended_emolex
armed_services,fear,,,,,extended_emolex
arming,anger,,,,,extended_emolex
armistice,joy,,,,,extended_emolex
armor,fear,grey,,positive,,emolex
armored,fear,,,,,emolex
armory,trust,,,,,emolex
armour,fear,,,,,extended_emolex
armoured,fear,,,,,extended_emolex
armoury,trust,,,,,extended_emolex
army,,green,,,,colour
army_hut,sadness,,,,,extended_emolex
aroma,anger,,,positive,,emolex
arose,,,active,,,inquirer
around_the_bend,anger,,,,,extended_emolex
arousal,,red,,positive,strong,mpqa
arouse,anticipation,,,positive,strong,emolex
aroused,anticipation,,,,,extended_emolex
arousing,,,,positive,strong,mpqa
arraignment,anger,black,,negative,,emolex
arrange,,,active,,,inquirer
arrangement,anticipation,,active,,,extended_emolex
arrant,anticipation,,,,,extended_emolex
array,,,,positive,,emolex
arrears,,red,,negative,,emolex
arrest,fear,,active,negative,,emolex
arresting,joy,,,positive,strong,extended_emolex
arrival,anticipation,,active,,,emolex
arrive,anticipation,green,active,,,emolex
arrive_at,anger,,,,,extended_emolex
arrivederci,anticipation,,,,,extended_emolex
arriver,anticipation,,,,,extended_emolex
arrogance,,,,negative,strong,emolex
arrogant,anger,,,negative,strong,emolex
arrogantly,,,,negative,strong,opinion
arrogate,anger,,,,,extended_emolex
arse,anger,,,,,extended_emolex
arse_about,disgust,,,,,extended_emolex
arse_around,disgust,,,,,extended_emolex
arsehole,anger,,,,,extended_emolex
arsenal,trust,,,,,extended_emolex
arsenic,disgust,,,negative,,emolex
arsenic_trioxide,disgust,,,,,extended_emolex
arsenous_anhydride,disgust,,,,,extended_emolex
arsenous_oxide,disgust,,,,,extended_emolex
arson,anger,red,,negative,,emolex
arsonist,anger,,,,,extended_emolex
art,anticipation,,,positive,,emolex
artery,,red,,,,colour
artful,disgust,,,,,extended_emolex
arthropod,,brown,,,,colour
arthur_stanley_jefferson_laurel,joy,,,,,extended_emolex
artichoke,,green,,,,colour
article_of_clothing,trust,,,,,extended_emolex
articles,,white,,,,colour
articulate,anger,,active,positive,strong,emolex
articulatio_cubiti,anger,,,,,extended_emolex
articulatio_humeri,trust,,,,,extended_emolex
articulation,,white,,positive,,emolex
artificer,trust,,,,,extended_emolex
artificial,,,,negative,weak,mpqa
artillery,fear,grey,,negative,,emolex
artillery_unit,fear,,,,,extended_emolex
artisan,trust,,,positive,,emolex
artiste,,,,positive,,emolex
artistic,,blue,,positive,,emolex
artistic_creation,anticipation,,,,,extended_emolex
artistic_production,anticipation,,,,,extended_emolex
artistry,anticipation,,,,,extended_emolex
artwork,anticipation,,,,,extended_emolex
arugula,anger,,,,,extended_emolex
as,disgust,,,,,extended_emolex
asa_gray,disgust,,,,,extended_emolex
ascend,anger,,active,,,extended_emolex
ascendancy,,,,positive,,emolex
ascendant,,,,positive,strong,mpqa
ascension,anticipation,white,,,,extended_emolex
ascent,anticipation,,active,positive,,emolex
ascertain,anticipation,,active,,,extended_emolex
ascertainable,,,,positive,strong,mpqa
ascertainment,,,active,,,inquirer
ascetic,fear,,,,,extended_emolex
ascetical,fear,,,,,extended_emolex
ascribe,,,active,positive,,inquirer
asdic,anticipation,,,,,extended_emolex
aseptic,sadness,,,,,extended_emolex
ash,sadness,,,negative,,emolex
ash_tree,sadness,,,,,extended_emolex
ashamed,disgust,,passive,negative,strong,emolex
ashen,anger,,,,,extended_emolex
ashes,sadness,grey,,negative,,emolex
asiatic_cholera,disgust,,,,,extended_emolex
asinine,disgust,,,negative,strong,extended_emolex
asininely,,,,negative,strong,opinion
asinininity,,,,negative,strong,opinion
ask,anger,,active,,,extended_emolex
ask_for,anticipation,,,,,extended_emolex
ask_in,anticipation,,,,,extended_emolex
ask_over,anticipation,,,,,extended_emolex
ask_round,anticipation,,,,,extended_emolex
askance,,,,negative,strong,opinion
asleep,sadness,,passive,,,extended_emolex
asocial,anger,,,,,extended_emolex
asp,fear,brown,,,,emolex
asp_viper,fear,,,,,extended_emolex
aspartame,,white,,,,colour
asperity,disgust,,,,,extended_emolex
asperse,anger,,,negative,strong,extended_emolex
aspersion,anger,,,negative,strong,extended_emolex
aspersions,,,,negative,strong,opinion
asphalt,,black,,,,colour
asphyxiate,anger,,,,,extended_emolex
asphyxiation,anger,,,,,extended_emolex
aspirant,anticipation,,,,,extended_emolex
aspiration,anticipation,,,positive,strong,emolex
aspirations,,,,positive,strong,opinion
aspire,anticipation,pink,active,positive,strong,emolex
aspirer,anticipation,,,,,extended_emolex
aspiring,anticipation,,,positive,,emolex
ass,disgust,brown,,negative,,emolex
assail,anger,red,active,negative,weak,emolex
assailant,anger,,,negative,,emolex
assassin,anger,,,negative,strong,emolex
assassinate,anger,,active,negative,weak,emolex
assassination,anger,black,,negative,,emolex
assassinator,anger,,,,,extended_emolex
assault,anger,red,active,negative,weak,emolex
assault_and_battery,anger,,,,,extended_emolex
assaulter,anger,,,,,extended_emolex
assaultive,anger,,,,,extended_emolex
assay,anticipation,,,,,extended_emolex
assay-mark,trust,,,,,extended_emolex
assemblage,trust,,,,,extended_emolex
assemble,,,active,,,inquirer
assembly,trust,,,positive,,emolex
assembly_line,fear,,,,,extended_emolex
assent,,,,positive,strong,emolex
assert,trust,,active,,,extended_emolex
asserting,trust,,,positive,,emolex
assertion,trust,blue,,positive,,extended_emolex
assertions,,,,positive,strong,mpqa
assertive,,,,positive,weak,mpqa
assess,sadness,,,,strong,extended_emolex
assessment,surprise,,,,weak,emolex
assessments,,,,,weak,mpqa
assessor,trust,black,,,,emolex
asset,,,,positive,weak,mpqa
assets,,green,,positive,,emolex
asseverate,trust,,,,,extended_emolex
asshole,anger,,,negative,,emolex
